cat,tp,sl,dias,n,wr,e,ea_lin,ea_comp,usd,freq
Recup. Rapida,0.1,0.05,11,18,16.7,-2.63,-192.1,-85.7,-240.1,73.0
Recup. Rapida,0.1,0.06,11,18,16.7,-3.46,-252.9,-92.4,-316.1,73.0
Recup. Rapida,0.1,0.08,11,17,17.6,-4.96,-341.9,-97.0,-427.4,69.0
Recup. Rapida,0.1,0.1,11,17,17.6,-6.61,-455.5,-99.1,-569.3,69.0
Recup. Rapida,0.12,0.03,11,18,11.1,-1.46,-106.9,-65.9,-133.6,73.0
Recup. Rapida,0.12,0.04,11,18,11.1,-2.35,-171.8,-82.4,-214.7,73.0
Recup. Rapida,0.12,0.05,11,18,16.7,-2.3,-167.7,-81.7,-209.7,73.0
Recup. Rapida,0.12,0.06,11,18,16.7,-3.13,-228.6,-90.2,-285.7,73.0
Recup. Rapida,0.12,0.08,11,17,17.6,-4.61,-317.6,-96.1,-397.0,69.0
Recup. Rapida,0.12,0.1,11,17,17.6,-6.25,-431.1,-98.8,-538.9,69.0
Recup. Rapida,0.15,0.03,11,18,11.1,-1.13,-82.6,-56.4,-103.2,73.0
Recup. Rapida,0.15,0.04,11,18,11.1,-2.02,-147.5,-77.5,-184.3,73.0
Recup. Rapida,0.15,0.05,11,18,16.7,-1.8,-131.2,-73.4,-164.1,73.0
Recup. Rapida,0.15,0.06,11,18,16.7,-2.63,-192.1,-85.7,-240.1,73.0
Recup. Rapida,0.15,0.08,11,17,17.6,-4.08,-281.1,-94.3,-351.3,69.0
Recup. Rapida,0.15,0.1,11,17,17.6,-5.72,-394.6,-98.3,-493.3,69.0
Recup. Rapida,0.2,0.03,11,18,11.1,-0.58,-42.0,-34.4,-52.5,73.0
Recup. Rapida,0.2,0.04,11,18,11.1,-1.46,-106.9,-65.9,-133.6,73.0
Recup. Rapida,0.2,0.05,11,18,16.7,-0.96,-70.4,-50.7,-88.0,73.0
Recup. Rapida,0.2,0.06,11,18,16.7,-1.8,-131.2,-73.4,-164.1,73.0
Recup. Rapida,0.2,0.08,11,17,17.6,-3.19,-220.2,-89.3,-275.3,69.0
Recup. Rapida,0.2,0.1,11,17,17.6,-4.84,-333.8,-96.7,-417.2,69.0
Recup. Rapida,0.05,0.03,15,19,15.8,-1.86,-143.7,-76.5,-179.6,77.0
Recup. Rapida,0.05,0.04,15,19,15.8,-2.71,-208.6,-87.9,-260.7,77.0
Recup. Rapida,0.05,0.05,15,19,21.1,-3.02,-232.9,-90.6,-291.1,77.0
Recup. Rapida,0.05,0.06,15,19,21.1,-3.81,-293.7,-95.0,-367.1,77.0
Recup. Rapida,0.05,0.08,15,18,22.2,-5.24,-382.7,-98.0,-478.4,73.0
Recup. Rapida,0.05,0.1,15,18,22.2,-6.8,-496.3,-99.4,-620.3,73.0
Recup. Rapida,0.08,0.03,15,19,15.8,-1.39,-107.2,-66.0,-134.0,77.0
Recup. Rapida,0.08,0.04,15,19,15.8,-2.23,-172.1,-82.4,-215.1,77.0
Recup. Rapida,0.08,0.05,15,19,21.1,-2.39,-184.2,-84.5,-230.3,77.0
Recup. Rapida,0.08,0.06,15,19,21.1,-3.18,-245.1,-91.7,-306.3,77.0
Recup. Rapida,0.08,0.08,15,18,22.2,-4.58,-334.0,-96.7,-417.6,73.0
Recup. Rapida,0.08,0.1,15,18,22.2,-6.13,-447.6,-99.0,-559.5,73.0
Recup. Rapida,0.1,0.03,15,19,15.8,-1.07,-82.8,-56.5,-103.5,77.0
Recup. Rapida,0.1,0.04,15,19,15.8,-1.92,-147.7,-77.5,-184.6,77.0
Recup. Rapida,0.1,0.05,15,19,21.1,-1.97,-151.8,-78.4,-189.7,77.0
Recup. Rapida,0.1,0.06,15,19,21.1,-2.76,-212.6,-88.4,-265.8,77.0
Recup. Rapida,0.1,0.08,15,18,22.2,-4.13,-301.6,-95.4,-377.0,73.0
Recup. Rapida,0.1,0.1,15,18,22.2,-5.69,-415.2,-98.6,-518.9,73.0
Recup. Rapida,0.12,0.03,15,19,10.5,-1.55,-119.3,-70.0,-149.2,77.0
Recup. Rapida,0.12,0.04,15,19,10.5,-2.44,-188.3,-85.1,-235.3,77.0
Recup. Rapida,0.12,0.05,15,19,15.8,-2.44,-188.3,-85.1,-235.3,77.0
Recup. Rapida,0.12,0.06,15,19,15.8,-3.29,-253.2,-92.4,-316.5,77.0
Recup. Rapida,0.12,0.08,15,18,16.7,-4.8,-350.3,-97.2,-437.8,73.0
Recup. Rapida,0.12,0.1,15,18,16.7,-6.46,-471.9,-99.2,-589.9,73.0
Recup. Rapida,0.15,0.03,15,19,10.5,-1.23,-95.0,-61.6,-118.7,77.0
Recup. Rapida,0.15,0.04,15,19,10.5,-2.13,-163.9,-80.9,-204.9,77.0
Recup. Rapida,0.15,0.05,15,19,15.8,-1.97,-151.8,-78.4,-189.7,77.0
Recup. Rapida,0.15,0.06,15,19,15.8,-2.81,-216.7,-88.9,-270.8,77.0
Recup. Rapida,0.15,0.08,15,18,16.7,-4.3,-313.8,-96.0,-392.2,73.0
Recup. Rapida,0.15,0.1,15,18,16.7,-5.96,-435.4,-98.9,-544.3,73.0
Recup. Rapida,0.2,0.03,15,19,10.5,-0.71,-54.4,-42.1,-68.0,77.0
Recup. Rapida,0.2,0.04,15,19,10.5,-1.6,-123.4,-71.2,-154.2,77.0
Recup. Rapida,0.2,0.05,15,19,15.8,-1.18,-90.9,-59.9,-113.7,77.0
Recup. Rapida,0.2,0.06,15,19,15.8,-2.02,-155.8,-79.3,-194.8,77.0
Recup. Rapida,0.2,0.08,15,18,16.7,-3.46,-252.9,-92.4,-316.2,73.0
Recup. Rapida,0.2,0.1,15,18,16.7,-5.13,-374.6,-97.9,-468.2,73.0
Recup. Rapida,0.05,0.03,21,19,21.1,-1.44,-110.7,-67.2,-138.3,77.0
Recup. Rapida,0.05,0.04,21,18,22.2,-2.12,-155.1,-79.1,-193.8,73.0
Recup. Rapida,0.05,0.05,21,18,27.8,-2.35,-171.3,-82.3,-214.1,73.0
Recup. Rapida,0.05,0.06,21,18,27.8,-3.07,-224.0,-89.7,-280.0,73.0
Recup. Rapida,0.05,0.08,21,17,29.4,-4.3,-296.8,-95.2,-371.0,69.0
Recup. Rapida,0.05,0.1,21,17,29.4,-5.72,-394.1,-98.3,-492.6,69.0
Recup. Rapida,0.08,0.03,21,19,21.1,-0.8,-62.0,-46.3,-77.5,77.0
Recup. Rapida,0.08,0.04,21,18,22.2,-1.46,-106.4,-65.8,-133.0,73.0
Recup. Rapida,0.08,0.05,21,18,27.8,-1.51,-110.4,-67.1,-138.1,73.0
Recup. Rapida,0.08,0.06,21,18,27.8,-2.24,-163.2,-80.8,-204.0,73.0
Recup. Rapida,0.08,0.08,21,17,29.4,-3.42,-235.9,-90.9,-294.9,69.0
Recup. Rapida,0.08,0.1,21,17,29.4,-4.83,-333.3,-96.7,-416.6,69.0
Recup. Rapida,0.1,0.03,21,19,21.1,-0.38,-29.6,-25.6,-36.9,77.0
Recup. Rapida,0.1,0.04,21,18,22.2,-1.01,-73.9,-52.4,-92.4,73.0
Recup. Rapida,0.1,0.05,21,18,27.8,-0.96,-69.9,-50.5,-87.4,73.0
Recup. Rapida,0.1,0.06,21,18,27.8,-1.68,-122.6,-71.0,-153.3,73.0
Recup. Rapida,0.1,0.08,21,17,29.4,-2.83,-195.4,-86.2,-244.2,69.0
Recup. Rapida,0.1,0.1,21,17,29.4,-4.25,-292.7,-95.0,-365.9,69.0
Recup. Rapida,0.12,0.03,21,19,21.1,0.04,2.9,2.9,3.6,77.0
Recup. Rapida,0.12,0.04,21,18,22.2,-0.57,-41.5,-34.0,-51.9,73.0
Recup. Rapida,0.12,0.05,21,18,27.8,-0.4,-29.3,-25.5,-36.7,73.0
Recup. Rapida,0.12,0.06,21,18,27.8,-1.12,-82.1,-56.2,-102.6,73.0
Recup. Rapida,0.12,0.08,21,17,29.4,-2.25,-154.8,-79.1,-193.5,69.0
Recup. Rapida,0.12,0.1,21,17,29.4,-3.66,-252.2,-92.3,-315.2,69.0
Recup. Rapida,0.15,0.03,21,19,15.8,-0.28,-21.4,-19.3,-26.8,77.0
Recup. Rapida,0.15,0.04,21,18,16.7,-0.96,-69.9,-50.5,-87.4,73.0
Recup. Rapida,0.15,0.05,21,18,22.2,-0.68,-49.6,-39.2,-62.0,73.0
Recup. Rapida,0.15,0.06,21,18,22.2,-1.46,-106.4,-65.8,-133.0,73.0
Recup. Rapida,0.15,0.08,21,17,23.5,-2.72,-187.3,-85.0,-234.1,69.0
Recup. Rapida,0.15,0.1,21,17,23.5,-4.25,-292.7,-95.0,-365.9,69.0
Recup. Rapida,0.2,0.03,21,19,15.8,0.51,39.4,48.1,49.2,77.0
Recup. Rapida,0.2,0.04,21,18,16.7,-0.12,-9.1,-8.7,-11.3,73.0
Recup. Rapida,0.2,0.05,21,18,22.2,0.43,31.5,36.9,39.4,73.0
Recup. Rapida,0.2,0.06,21,18,22.2,-0.35,-25.3,-22.4,-31.6,73.0
Recup. Rapida,0.2,0.08,21,17,23.5,-1.54,-106.2,-65.7,-132.7,69.0
Recup. Rapida,0.2,0.1,21,17,23.5,-3.07,-211.6,-88.3,-264.5,69.0
Recup. Rapida,0.05,0.03,30,22,27.3,-0.93,-83.1,-56.6,-103.9,89.0
Recup. Rapida,0.05,0.04,30,20,40.0,-0.51,-41.2,-33.8,-51.5,81.0
Recup. Rapida,0.05,0.05,30,20,50.0,-0.11,-8.8,-8.4,-10.9,81.0
Recup. Rapida,0.05,0.06,30,20,50.0,-0.61,-49.3,-39.0,-61.6,81.0
Recup. Rapida,0.05,0.08,30,19,52.6,-1.27,-97.7,-62.6,-122.2,77.0
Recup. Rapida,0.05,0.1,30,19,52.6,-2.22,-170.7,-82.2,-213.4,77.0
Recup. Rapida,0.08,0.03,30,22,27.3,-0.11,-10.1,-9.6,-12.6,89.0
Recup. Rapida,0.08,0.04,30,20,40.0,0.69,56.1,75.0,70.2,81.0
Recup. Rapida,0.08,0.05,30,20,50.0,1.39,112.9,206.9,141.1,81.0
Recup. Rapida,0.08,0.06,30,20,50.0,0.89,72.4,105.5,90.4,81.0
Recup. Rapida,0.08,0.08,30,19,52.6,0.31,23.9,27.0,29.9,77.0
Recup. Rapida,0.08,0.1,30,19,52.6,-0.64,-49.1,-38.9,-61.3,77.0
Recup. Rapida,0.1,0.03,30,22,27.3,0.43,38.5,46.9,48.2,89.0
Recup. Rapida,0.1,0.04,30,20,40.0,1.49,121.0,232.4,151.3,81.0
Recup. Rapida,0.1,0.05,30,20,50.0,2.39,194.0,580.3,242.5,81.0
Recup. Rapida,0.1,0.06,30,20,50.0,1.89,153.5,357.4,191.8,81.0
Recup. Rapida,0.1,0.08,30,19,52.6,1.36,105.0,183.8,131.3,77.0
Recup. Rapida,0.1,0.1,30,19,52.6,0.42,32.0,37.7,40.0,77.0
Recup. Rapida,0.12,0.03,30,22,22.7,0.3,26.4,30.1,33.0,89.0
Recup. Rapida,0.12,0.04,30,20,35.0,1.49,121.0,232.4,151.3,81.0
Recup. Rapida,0.12,0.05,30,20,45.0,2.54,206.2,666.1,257.7,81.0
Recup. Rapida,0.12,0.06,30,20,45.0,1.99,161.6,395.3,202.0,81.0
Recup. Rapida,0.12,0.08,30,19,47.4,1.36,105.0,183.8,131.3,77.0
Recup. Rapida,0.12,0.1,30,19,47.4,0.31,23.9,27.0,29.9,77.0
Recup. Rapida,0.15,0.03,30,22,22.7,0.98,87.2,138.2,109.0,89.0
Recup. Rapida,0.15,0.04,30,20,35.0,2.54,206.2,666.1,257.7,81.0
Recup. Rapida,0.15,0.05,30,20,45.0,3.89,315.7,2113.2,394.6,81.0
Recup. Rapida,0.15,0.06,30,20,45.0,3.34,271.1,1338.9,338.8,81.0
Recup. Rapida,0.15,0.08,30,19,47.4,2.78,214.5,729.8,268.2,77.0
Recup. Rapida,0.15,0.1,30,19,47.4,1.73,133.4,275.4,166.8,77.0
Recup. Rapida,0.2,0.03,30,22,22.7,2.11,188.6,546.5,235.8,89.0
Recup. Rapida,0.2,0.04,30,20,35.0,4.29,348.1,2922.6,435.2,81.0
Recup. Rapida,0.2,0.05,30,20,45.0,6.14,498.2,12482.4,622.7,81.0
Recup. Rapida,0.2,0.06,30,20,45.0,5.59,453.6,8155.8,567.0,81.0
Recup. Rapida,0.2,0.08,30,19,47.4,5.15,397.0,4701.0,496.3,77.0
Recup. Rapida,0.2,0.1,30,19,47.4,4.1,315.9,2111.3,394.9,77.0
Recup. Rapida,0.05,0.03,45,27,14.8,-1.93,-211.6,-88.2,-264.5,110.0
Recup. Rapida,0.05,0.04,45,25,28.0,-1.59,-161.6,-80.4,-202.0,101.0
Recup. Rapida,0.05,0.05,45,25,40.0,-1.11,-112.9,-67.9,-141.2,101.0
Recup. Rapida,0.05,0.06,45,24,41.7,-1.53,-149.2,-77.8,-186.5,97.0
Recup. Rapida,0.05,0.08,45,24,45.8,-2.16,-210.0,-88.0,-262.5,97.0
Recup. Rapida,0.05,0.1,45,24,45.8,-3.24,-315.5,-96.0,-394.3,97.0
Recup. Rapida,0.08,0.03,45,27,14.8,-1.49,-163.0,-80.6,-203.7,110.0
Recup. Rapida,0.08,0.04,45,25,28.0,-0.75,-76.4,-53.6,-95.5,101.0
Recup. Rapida,0.08,0.05,45,25,40.0,0.09,8.7,9.1,10.9,101.0
Recup. Rapida,0.08,0.06,45,24,41.7,-0.28,-27.5,-24.1,-34.4,97.0
Recup. Rapida,0.08,0.08,45,24,45.8,-0.78,-76.2,-53.5,-95.2,97.0
Recup. Rapida,0.08,0.1,45,24,45.8,-1.87,-181.6,-84.0,-227.0,97.0
Recup. Rapida,0.1,0.03,45,27,14.8,-1.19,-130.5,-73.1,-163.1,110.0
Recup. Rapida,0.1,0.04,45,25,28.0,-0.19,-19.6,-17.9,-24.6,101.0
Recup. Rapida,0.1,0.05,45,24,37.5,0.51,49.5,63.8,61.9,97.0
Recup. Rapida,0.1,0.06,45,23,39.1,0.14,13.2,14.1,16.5,93.0
Recup. Rapida,0.1,0.08,45,22,40.9,-0.76,-67.4,-49.2,-84.3,89.0
Recup. Rapida,0.1,0.1,45,22,40.9,-1.94,-172.9,-82.5,-216.1,89.0
Recup. Rapida,0.12,0.03,45,27,14.8,-0.9,-98.1,-62.7,-122.6,110.0
Recup. Rapida,0.12,0.04,45,25,28.0,0.37,37.1,44.9,46.4,101.0
Recup. Rapida,0.12,0.05,45,24,37.5,1.26,122.5,237.8,153.1,97.0
Recup. Rapida,0.12,0.06,45,23,39.1,0.92,86.2,135.9,107.8,93.0
Recup. Rapida,0.12,0.08,45,22,40.9,0.06,5.6,5.7,7.0,89.0
Recup. Rapida,0.12,0.1,45,22,40.9,-1.12,-99.9,-63.4,-124.8,89.0
Recup. Rapida,0.15,0.03,45,27,11.1,-1.12,-122.4,-70.8,-153.0,110.0
Recup. Rapida,0.15,0.04,45,25,24.0,0.45,45.2,57.0,56.5,101.0
Recup. Rapida,0.15,0.05,45,24,33.3,1.55,150.9,347.0,188.6,97.0
Recup. Rapida,0.15,0.06,45,23,34.8,1.19,110.6,200.2,138.2,93.0
Recup. Rapida,0.15,0.08,45,22,36.4,0.24,21.8,24.3,27.3,89.0
Recup. Rapida,0.15,0.1,45,22,36.4,-1.03,-91.8,-60.2,-114.7,89.0
Recup. Rapida,0.2,0.03,45,27,11.1,-0.56,-61.6,-46.1,-77.0,110.0
Recup. Rapida,0.2,0.04,45,25,24.0,1.65,166.9,423.6,208.6,101.0
Recup. Rapida,0.2,0.05,45,24,33.3,3.22,313.1,2079.7,391.4,97.0
Recup. Rapida,0.2,0.06,45,23,34.8,2.92,272.8,1371.4,341.0,93.0
Recup. Rapida,0.2,0.08,45,22,36.4,2.06,184.0,518.1,230.0,89.0
Recup. Rapida,0.2,0.1,45,22,36.4,0.79,70.5,101.8,88.1,89.0
Cuchillos Cayendo,0.05,0.03,5,34,14.7,-1.94,-267.8,-93.3,-334.7,138.0
Cuchillos Cayendo,0.05,0.04,5,32,15.6,-2.68,-347.2,-97.0,-434.0,130.0
Cuchillos Cayendo,0.05,0.05,5,32,15.6,-3.49,-452.6,-99.0,-565.8,130.0
Cuchillos Cayendo,0.05,0.06,5,29,24.1,-3.33,-391.6,-98.1,-489.5,118.0
Cuchillos Cayendo,0.05,0.08,5,29,34.5,-3.16,-371.4,-97.7,-464.3,118.0
Cuchillos Cayendo,0.05,0.1,5,28,35.7,-3.67,-416.9,-98.6,-521.1,114.0
Cuchillos Cayendo,0.08,0.03,5,34,11.8,-1.82,-251.6,-92.1,-314.4,138.0
Cuchillos Cayendo,0.08,0.04,5,32,12.5,-2.58,-335.0,-96.6,-418.8,130.0
Cuchillos Cayendo,0.08,0.05,5,32,12.5,-3.37,-436.9,-98.8,-546.1,130.0
Cuchillos Cayendo,0.08,0.06,5,29,20.7,-2.99,-351.5,-97.2,-439.4,118.0
Cuchillos Cayendo,0.08,0.08,5,28,25.0,-3.25,-368.9,-97.6,-461.2,114.0
Cuchillos Cayendo,0.08,0.1,5,27,25.9,-3.78,-414.4,-98.5,-518.0,110.0
Cuchillos Cayendo,0.1,0.03,5,34,8.8,-1.84,-253.8,-92.3,-317.2,138.0
Cuchillos Cayendo,0.1,0.04,5,32,9.4,-2.6,-337.2,-96.7,-421.5,130.0
Cuchillos Cayendo,0.1,0.05,5,32,9.4,-3.38,-439.1,-98.9,-548.9,130.0
Cuchillos Cayendo,0.1,0.06,5,29,17.2,-2.87,-337.5,-96.7,-421.9,118.0
Cuchillos Cayendo,0.1,0.08,5,28,21.4,-3.05,-346.8,-97.0,-433.5,114.0
Cuchillos Cayendo,0.1,0.1,5,27,22.2,-3.58,-392.3,-98.2,-490.4,110.0
Cuchillos Cayendo,0.12,0.03,5,34,8.8,-1.66,-229.4,-90.1,-286.8,138.0
Cuchillos Cayendo,0.12,0.04,5,32,9.4,-2.41,-312.9,-95.8,-391.1,130.0
Cuchillos Cayendo,0.12,0.05,5,32,9.4,-3.2,-414.8,-98.5,-518.4,130.0
Cuchillos Cayendo,0.12,0.06,5,29,17.2,-2.52,-296.9,-95.1,-371.2,118.0
Cuchillos Cayendo,0.12,0.08,5,28,21.4,-2.63,-298.2,-95.1,-372.7,114.0
Cuchillos Cayendo,0.12,0.1,5,27,22.2,-3.14,-343.6,-97.0,-429.5,110.0
Cuchillos Cayendo,0.15,0.03,5,34,2.9,-2.23,-306.8,-95.5,-383.6,138.0
Cuchillos Cayendo,0.15,0.04,5,32,3.1,-2.92,-379.4,-97.9,-474.3,130.0
Cuchillos Cayendo,0.15,0.05,5,32,3.1,-3.71,-481.3,-99.3,-601.6,130.0
Cuchillos Cayendo,0.15,0.06,5,29,10.3,-2.88,-339.1,-96.8,-423.9,118.0
Cuchillos Cayendo,0.15,0.08,5,28,14.3,-2.89,-328.2,-96.4,-410.2,114.0
Cuchillos Cayendo,0.15,0.1,5,27,14.8,-3.41,-373.6,-97.8,-467.0,110.0
Cuchillos Cayendo,0.2,0.03,5,34,2.9,-2.08,-286.6,-94.5,-358.2,138.0
Cuchillos Cayendo,0.2,0.04,5,32,3.1,-2.77,-359.1,-97.4,-448.9,130.0
Cuchillos Cayendo,0.2,0.05,5,32,3.1,-3.55,-461.0,-99.1,-576.2,130.0
Cuchillos Cayendo,0.2,0.06,5,29,10.3,-2.37,-278.3,-94.0,-347.9,118.0
Cuchillos Cayendo,0.2,0.08,5,28,14.3,-2.18,-247.1,-91.8,-308.8,114.0
Cuchillos Cayendo,0.2,0.1,5,27,14.8,-2.67,-292.5,-94.8,-365.6,110.0
Cuchillos Cayendo,0.05,0.03,7,74,32.4,-0.61,-183.7,-84.2,-229.6,300.0
Cuchillos Cayendo,0.05,0.04,7,71,35.2,-1.04,-299.2,-95.1,-374.0,288.0
Cuchillos Cayendo,0.05,0.05,7,69,39.1,-1.29,-362.3,-97.4,-452.9,280.0
Cuchillos Cayendo,0.05,0.06,7,66,43.9,-1.3,-348.0,-97.0,-435.0,268.0
Cuchillos Cayendo,0.05,0.08,7,64,50.0,-1.34,-347.4,-97.0,-434.3,260.0
Cuchillos Cayendo,0.05,0.1,7,61,57.4,-0.82,-203.5,-87.0,-254.3,247.0
Cuchillos Cayendo,0.08,0.03,7,73,28.8,-0.04,-12.2,-11.4,-15.2,296.0
Cuchillos Cayendo,0.08,0.04,7,68,29.4,-0.67,-186.1,-84.5,-232.6,276.0
Cuchillos Cayendo,0.08,0.05,7,65,32.3,-0.98,-257.7,-92.5,-322.1,264.0
Cuchillos Cayendo,0.08,0.06,7,62,37.1,-0.89,-223.0,-89.4,-278.8,251.0
Cuchillos Cayendo,0.08,0.08,7,60,41.7,-1.06,-259.0,-92.6,-323.8,243.0
Cuchillos Cayendo,0.08,0.1,7,56,46.4,-0.64,-144.3,-76.5,-180.4,227.0
Cuchillos Cayendo,0.1,0.03,7,70,24.3,0.09,25.2,28.7,31.5,284.0
Cuchillos Cayendo,0.1,0.04,7,65,26.2,-0.38,-100.0,-63.3,-125.0,264.0
Cuchillos Cayendo,0.1,0.05,7,62,29.0,-0.63,-159.5,-79.8,-199.3,251.0
Cuchillos Cayendo,0.1,0.06,7,60,31.7,-0.58,-140.4,-75.5,-175.5,243.0
Cuchillos Cayendo,0.1,0.08,7,58,34.5,-0.95,-223.6,-89.4,-279.6,235.0
Cuchillos Cayendo,0.1,0.1,7,54,37.0,-0.75,-163.3,-80.6,-204.1,219.0
Cuchillos Cayendo,0.12,0.03,7,70,21.4,0.15,41.5,51.3,51.8,284.0
Cuchillos Cayendo,0.12,0.04,7,65,23.1,-0.3,-78.3,-54.3,-97.8,264.0
Cuchillos Cayendo,0.12,0.05,7,62,25.8,-0.53,-133.7,-73.8,-167.1,251.0
Cuchillos Cayendo,0.12,0.06,7,60,28.3,-0.45,-110.6,-67.0,-138.2,243.0
Cuchillos Cayendo,0.12,0.08,7,58,31.0,-0.82,-193.8,-85.7,-242.2,235.0
Cuchillos Cayendo,0.12,0.1,7,54,33.3,-0.65,-141.5,-75.8,-176.9,219.0
Cuchillos Cayendo,0.15,0.03,7,70,20.0,0.53,151.0,350.7,188.7,284.0
Cuchillos Cayendo,0.15,0.04,7,65,21.5,0.1,27.2,31.2,34.0,264.0
Cuchillos Cayendo,0.15,0.05,7,62,22.6,-0.23,-56.9,-43.4,-71.1,251.0
Cuchillos Cayendo,0.15,0.06,7,61,24.6,-0.21,-51.2,-40.1,-64.0,247.0
Cuchillos Cayendo,0.15,0.08,7,59,27.1,-0.58,-138.5,-75.1,-173.1,239.0
Cuchillos Cayendo,0.15,0.1,7,55,29.1,-0.42,-94.6,-61.3,-118.3,223.0
Cuchillos Cayendo,0.2,0.03,7,68,17.6,1.11,305.2,1980.1,381.5,276.0
Cuchillos Cayendo,0.2,0.04,7,64,18.8,0.66,172.5,457.8,215.6,260.0
Cuchillos Cayendo,0.2,0.05,7,61,18.0,0.2,50.1,64.9,62.6,247.0
Cuchillos Cayendo,0.2,0.06,7,59,20.3,0.44,105.6,186.9,132.0,239.0
Cuchillos Cayendo,0.2,0.08,7,57,22.8,0.24,54.9,73.0,68.6,231.0
Cuchillos Cayendo,0.2,0.1,7,53,22.6,0.43,91.8,150.0,114.8,215.0
Cuchillos Cayendo,0.05,0.03,11,100,33.0,-0.56,-228.0,-89.8,-284.9,406.0
Cuchillos Cayendo,0.05,0.04,11,90,37.8,-0.81,-294.2,-94.8,-367.8,365.0
Cuchillos Cayendo,0.05,0.05,11,87,41.4,-1.07,-377.1,-97.7,-471.4,353.0
Cuchillos Cayendo,0.05,0.06,11,83,45.8,-1.17,-395.4,-98.1,-494.2,337.0
Cuchillos Cayendo,0.05,0.08,11,75,52.0,-1.35,-410.8,-98.4,-513.5,304.0
Cuchillos Cayendo,0.05,0.1,11,68,60.3,-1.02,-282.3,-94.1,-352.9,276.0
Cuchillos Cayendo,0.08,0.03,11,96,27.1,-0.22,-86.1,-57.8,-107.7,389.0
Cuchillos Cayendo,0.08,0.04,11,83,30.1,-0.59,-197.6,-86.2,-247.0,337.0
Cuchillos Cayendo,0.08,0.05,11,80,32.5,-0.92,-297.9,-95.0,-372.4,324.0
Cuchillos Cayendo,0.08,0.06,11,76,36.8,-0.97,-300.0,-95.1,-375.0,308.0
Cuchillos Cayendo,0.08,0.08,11,68,42.6,-1.16,-319.5,-96.0,-399.3,276.0
Cuchillos Cayendo,0.08,0.1,11,61,50.8,-0.74,-182.9,-84.0,-228.6,247.0
Cuchillos Cayendo,0.1,0.03,11,94,23.4,-0.16,-60.4,-45.4,-75.5,381.0
Cuchillos Cayendo,0.1,0.04,11,81,27.2,-0.4,-131.3,-73.2,-164.2,328.0
Cuchillos Cayendo,0.1,0.05,11,78,29.5,-0.72,-227.6,-89.8,-284.4,316.0
Cuchillos Cayendo,0.1,0.06,11,72,30.6,-1.11,-324.6,-96.2,-405.8,292.0
Cuchillos Cayendo,0.1,0.08,11,64,37.5,-1.04,-271.1,-93.4,-338.8,260.0
Cuchillos Cayendo,0.1,0.1,11,56,44.6,-0.7,-158.1,-79.5,-197.6,227.0
Cuchillos Cayendo,0.12,0.03,11,92,20.7,-0.1,-38.7,-32.1,-48.4,373.0
Cuchillos Cayendo,0.12,0.04,11,78,25.6,-0.1,-31.4,-26.9,-39.2,316.0
Cuchillos Cayendo,0.12,0.05,11,75,28.0,-0.38,-115.4,-68.5,-144.3,304.0
Cuchillos Cayendo,0.12,0.06,11,69,29.0,-0.77,-216.5,-88.6,-270.7,280.0
Cuchillos Cayendo,0.12,0.08,11,62,35.5,-0.69,-172.3,-82.3,-215.4,251.0
Cuchillos Cayendo,0.12,0.1,11,54,42.6,-0.23,-51.2,-40.1,-64.0,219.0
Cuchillos Cayendo,0.15,0.03,11,88,18.2,0.07,25.5,29.0,31.8,357.0
Cuchillos Cayendo,0.15,0.04,11,75,24.0,0.36,108.6,195.8,135.8,304.0
Cuchillos Cayendo,0.15,0.05,11,72,25.0,-0.14,-40.3,-33.2,-50.4,292.0
Cuchillos Cayendo,0.15,0.06,11,66,25.8,-0.57,-153.6,-78.6,-192.0,268.0
Cuchillos Cayendo,0.15,0.08,11,60,30.0,-0.8,-195.5,-85.9,-244.3,243.0
Cuchillos Cayendo,0.15,0.1,11,52,36.5,-0.33,-70.3,-50.5,-87.9,211.0
Cuchillos Cayendo,0.2,0.03,11,85,14.1,0.18,62.6,86.9,78.2,345.0
Cuchillos Cayendo,0.2,0.04,11,72,19.4,0.69,200.1,634.5,250.1,292.0
Cuchillos Cayendo,0.2,0.05,11,69,20.3,0.2,55.2,73.6,69.0,280.0
Cuchillos Cayendo,0.2,0.06,11,65,21.5,-0.07,-19.1,-17.4,-23.9,264.0
Cuchillos Cayendo,0.2,0.08,11,58,25.9,0.03,6.6,6.8,8.2,235.0
Cuchillos Cayendo,0.2,0.1,11,49,30.6,0.44,88.3,141.4,110.4,199.0
Cuchillos Cayendo,0.05,0.03,15,140,29.3,-0.85,-484.8,-99.2,-606.0,568.0
Cuchillos Cayendo,0.05,0.04,15,128,35.9,-0.97,-501.5,-99.4,-626.9,519.0
Cuchillos Cayendo,0.05,0.05,15,122,40.2,-1.18,-584.5,-99.7,-730.6,495.0
Cuchillos Cayendo,0.05,0.06,15,115,43.5,-1.42,-661.4,-99.9,-826.7,466.0
Cuchillos Cayendo,0.05,0.08,15,103,49.5,-1.71,-712.5,-99.9,-890.7,418.0
Cuchillos Cayendo,0.05,0.1,15,93,59.1,-1.22,-460.2,-99.0,-575.3,377.0
Cuchillos Cayendo,0.08,0.03,15,134,25.4,-0.4,-219.3,-88.9,-274.1,543.0
Cuchillos Cayendo,0.08,0.04,15,120,30.8,-0.5,-241.9,-91.1,-302.3,487.0
